20250526FLBYU4,income,6101.47,2025-05-26,娱乐,津贴
20250525UFHWBE,income,7837.21,2025-05-25,正常,津贴
202503020HU9IL,income,943.22,2025-03-02,加班,奖金
202503019N4E9M,income,8506.73,2025-03-01,加班,工资
20250120GEO2YH,income,9550.19,2025-01-20,补贴,津贴
20250804QNSHWW,income,2484.96,2025-08-04,补贴,奖金
20250402XRCD79,income,777.37,2025-04-02,正常,工资
20250906HZWEZ4,income,7534.79,2025-09-06,差旅,津贴
20250702FM3WX1,income,705.91,2025-07-02,外卖,津贴
20251214ERXDGI,income,7832.77,2025-12-14,正常,津贴
202510213PJ5SN,income,8108.88,2025-10-21,购物,津贴
20250307CK8Y91,income,8602.05,2025-03-07,补贴,工资
20250910QVK4I2,income,8258.49,2025-09-10,加班,奖金
20250223SLHN99,income,9633.14,2025-02-23,娱乐,津贴
20251007C4J6JD,income,1183.36,2025-10-07,正常,工资
20250219IPC1FP,income,5266.35,2025-02-19,正常,工资
202511075V92FP,income,7598.11,2025-11-07,购物,工资
20250710F9AFYD,income,1650.89,2025-07-10,报销,津贴
20250225IKY03V,income,326.23,2025-02-25,购物,工资
202510084A7C0W,income,5254.53,2025-10-08,生活费,奖金
20250424RPKDXY,income,9468.78,2025-04-24,差旅,奖金
20250807M53YHG,income,1413.36,2025-08-07,生活费,奖金
202504240RLZZS,income,3725.59,2025-04-24,差旅,津贴
20251217F6UIDA,income,5807.95,2025-12-17,学习,津贴
20250505WJM5EQ,income,5375.87,2025-05-05,外卖,奖金
20251116K89NCS,income,8832.46,2025-11-16,差旅,奖金
20250215JNDLFT,income,2619.98,2025-02-15,生活费,工资
20250616Y4P5AZ,income,5439.85,2025-06-16,娱乐,工资
20250619TY7OV6,income,2480.66,2025-06-19,补贴,奖金
20251011E85RM7,income,1381.36,2025-10-11,正常,工资
20250120ZE2NZI,income,3455.61,2025-01-20,生活费,奖金
20250427SFMWUC,income,4019.43,2025-04-27,娱乐,奖金
202509068J5GA7,income,5542.50,2025-09-06,生活费,工资
202508201VEWWA,income,4236.06,2025-08-20,补贴,工资
20250320RS4F5L,income,7252.48,2025-03-20,报销,津贴
2025101368T6DW,income,2819.15,2025-10-13,补贴,工资
20250513OUKGKL,income,7185.79,2025-05-13,生活费,津贴
20250326C6EJZG,income,5946.03,2025-03-26,正常,奖金
20250514JBI30S,income,2655.77,2025-05-14,生活费,工资
20250325IFSENM,income,1696.80,2025-03-25,外卖,工资
20250526V0JHQ0,income,1753.33,2025-05-26,外卖,奖金
20250118L4IZKL,income,4205.77,2025-01-18,差旅,津贴
20250611OMISZ6,income,7054.79,2025-06-11,购物,津贴
20250116ZU04NR,income,8883.00,2025-01-16,正常,津贴
20250718ZTM0U0,income,5778.51,2025-07-18,加班,津贴
20250221LIGDAO,income,9084.51,2025-02-21,报销,津贴
20251022S9VZMJ,income,7050.92,2025-10-22,正常,工资
20250305DZ2N04,income,1059.26,2025-03-05,购物,奖金
202502186SUZZR,income,1210.09,2025-02-18,补贴,津贴
20251208KPSHO8,income,1897.54,2025-12-08,生活费,工资
20250416M3CF3B,income,7413.64,2025-04-16,学习,津贴
20251023DTNWYE,income,2238.23,2025-10-23,补贴,津贴
202509175QRAL7,income,9080.67,2025-09-17,购物,津贴
20250826PHV5VU,income,2017.53,2025-08-26,娱乐,奖金
20250224B3FMD1,income,9147.03,2025-02-24,报销,工资
20250228MY9WHM,income,9485.04,2025-02-28,生活费,奖金
202510270AA8X4,income,2637.81,2025-10-27,娱乐,津贴
20250703PGMUX5,income,8633.37,2025-07-03,报销,津贴
202512144W87PU,income,802.12,2025-12-14,加班,奖金
20250322RV0NMX,income,8115.90,2025-03-22,外卖,工资
20250914CTI89B,income,1829.05,2025-09-14,正常,工资
20250326MCMIHP,income,7665.67,2025-03-26,差旅,奖金
20250118H33RUT,income,6317.89,2025-01-18,差旅,工资
20251209JGQEME,income,2877.59,2025-12-09,娱乐,奖金
20251006699DBI,income,1509.93,2025-10-06,外卖,奖金
20251126WOECXU,income,8900.85,2025-11-26,差旅,奖金
2025112436N20E,income,2372.29,2025-11-24,生活费,津贴
20250402TJZFJR,income,1730.83,2025-04-02,补贴,奖金
20251109TL1ETS,income,7516.62,2025-11-09,加班,工资
20250307KRJDQM,income,8308.74,2025-03-07,学习,奖金
20250201CWFBPY,income,4828.39,2025-02-01,加班,津贴
20251228I373LK,income,4851.53,2025-12-28,外卖,津贴
20250511UAZYY2,income,1461.19,2025-05-11,差旅,奖金
202507255PE6BF,income,673.43,2025-07-25,学习,津贴
202502031RJ8X3,income,3187.84,2025-02-03,加班,津贴
20251101PKQL9Y,income,3578.04,2025-11-01,娱乐,工资
20251125QWBASU,income,6499.56,2025-11-25,差旅,工资
20251209VTGWV0,income,5266.19,2025-12-09,外卖,奖金
202511236X30GG,income,2771.17,2025-11-23,补贴,工资
20250312OOV08D,income,3694.59,2025-03-12,学习,津贴
202503204IG2VU,income,626.48,2025-03-20,报销,工资
20250602NTFAMR,income,264.05,2025-06-02,报销,奖金
202507173FFCLM,income,8541.79,2025-07-17,购物,工资
202502021U0JV6,income,6860.65,2025-02-02,娱乐,津贴
20250409HITA1P,income,3163.05,2025-04-09,购物,奖金
20250908K8SOSG,income,5585.37,2025-09-08,补贴,工资
20250301D09RYV,income,5742.94,2025-03-01,补贴,奖金
20251016GY5188,income,7965.58,2025-10-16,正常,津贴
20250125MGZKQH,income,3887.43,2025-01-25,差旅,工资
202508052RUWFG,income,9761.11,2025-08-05,加班,工资
2025031836DZ23,income,2701.40,2025-03-18,生活费,工资
20250626N3KK9K,income,581.77,2025-06-26,加班,工资
2025010165CCOU,income,9610.93,2025-01-01,补贴,奖金
20250915EJFOZ2,income,5289.29,2025-09-15,补贴,奖金
2025020191BHQT,income,6521.80,2025-02-01,购物,奖金
20250704L86HVI,income,3457.96,2025-07-04,正常,工资
202502142R68TE,income,9615.20,2025-02-14,娱乐,津贴
20250423A8YB2T,income,115.40,2025-04-23,差旅,津贴
20250710R0SKBI,income,3790.03,2025-07-10,正常,奖金
20250823O029V3,income,7527.40,2025-08-23,学习,奖金
20250421O8DYW8,income,3569.54,2025-04-21,娱乐,工资
202505022UIX1L,income,7890.11,2025-05-02,外卖,奖金
20250816NF2Z6P,income,9839.99,2025-08-16,外卖,奖金
2025082813KVFB,income,7160.39,2025-08-28,生活费,奖金
20250706OI00WZ,income,7350.61,2025-07-06,补贴,奖金
2025060255UHO2,income,5861.25,2025-06-02,购物,津贴
202502082JDUV5,income,2827.71,2025-02-08,补贴,工资
20251110DFDHI3,income,3407.29,2025-11-10,外卖,津贴
20250420J4CLDP,income,5812.54,2025-04-20,购物,津贴
202502248ZQQQU,income,8595.31,2025-02-24,正常,津贴
20250713P4PJY3,income,715.09,2025-07-13,娱乐,奖金
202506230V7IH0,income,4418.96,2025-06-23,正常,津贴
20250125U38AEN,income,2344.67,2025-01-25,加班,工资
20250214WQ5776,income,2831.83,2025-02-14,差旅,津贴
20250128OKZ829,income,5265.37,2025-01-28,娱乐,津贴
202512226RJ3ZB,income,2799.25,2025-12-22,补贴,奖金
20250121PCOB4L,income,760.30,2025-01-21,正常,津贴
20250705IPAPAN,income,8388.08,2025-07-05,学习,津贴
20250515JZ6SKC,income,217.56,2025-05-15,外卖,津贴
20251012XDEBPV,income,3087.13,2025-10-12,报销,工资
20250222O8DVIQ,income,7831.41,2025-02-22,报销,工资
20250502G20G4S,income,3017.65,2025-05-02,加班,工资
20250517LC6CJ0,income,4522.50,2025-05-17,正常,津贴
20250406V846FC,income,8117.61,2025-04-06,娱乐,奖金
202504046B8VSC,income,623.44,2025-04-04,生活费,工资
202508081PO4TP,income,7532.62,2025-08-08,外卖,奖金
20250210GIXXVN,income,9892.72,2025-02-10,正常,奖金
20251003DA1KBV,income,126.51,2025-10-03,购物,奖金
202512052DPU12,income,8439.99,2025-12-05,娱乐,工资
20251014KMVKEW,income,9769.70,2025-10-14,外卖,奖金
20250818I1PV1E,income,6610.84,2025-08-18,购物,工资
202509062JS6ZP,income,1761.11,2025-09-06,生活费,工资
20250625XEJ4UT,income,8621.22,2025-06-25,补贴,工资
20250316BBVYW6,income,4371.44,2025-03-16,加班,工资
20250214CZAGGY,income,1369.85,2025-02-14,正常,奖金
202511205Y3OU0,income,8846.87,2025-11-20,差旅,奖金
20250705NSS173,income,9052.59,2025-07-05,生活费,奖金
20250614H4MQWW,income,1080.98,2025-06-14,差旅,津贴
20250703C7F69I,income,3653.45,2025-07-03,外卖,工资
20250309EYFGVV,income,1394.32,2025-03-09,外卖,奖金
20251206CKTXCB,income,7334.96,2025-12-06,加班,工资
20251010ZTBOX2,income,9168.61,2025-10-10,购物,奖金
20250401F2QY8U,income,7841.67,2025-04-01,报销,津贴
2025040669OY6P,income,4064.47,2025-04-06,加班,奖金
20250222FV57WW,income,4361.74,2025-02-22,补贴,奖金
2025061288DE3K,income,7837.69,2025-06-12,学习,奖金
20250808OGZ95P,income,2751.65,2025-08-08,正常,工资
20251019405CFJ,income,9368.18,2025-10-19,学习,津贴
20250516IUGLKS,income,1053.36,2025-05-16,娱乐,工资
202510200RNCWH,income,9611.79,2025-10-20,加班,奖金
202507047EJ89C,income,362.35,2025-07-04,购物,工资
20250917WRA4C0,income,4386.33,2025-09-17,报销,津贴
20250211UWXMX2,income,1731.59,2025-02-11,差旅,津贴
20250401JLHENJ,income,2032.05,2025-04-01,学习,工资
20250824LMPUQI,income,5914.38,2025-08-24,补贴,奖金
20250503JLIVRN,income,786.66,2025-05-03,差旅,津贴
20250506Z2XRQE,income,6501.68,2025-05-06,生活费,奖金
20251203ED8MP8,income,9547.18,2025-12-03,正常,津贴
202511051AI1UI,income,7470.47,2025-11-05,正常,津贴
20250723I942JU,income,7876.14,2025-07-23,报销,津贴
20250824CN3LHK,income,7947.78,2025-08-24,差旅,工资
2025021600VHGU,income,6344.27,2025-02-16,生活费,工资
202508117X8WXC,income,5954.99,2025-08-11,生活费,工资
20250809R99JFJ,income,4800.58,2025-08-09,报销,津贴
20251028WBZ96E,income,5443.98,2025-10-28,购物,工资
202507177HN50A,income,4120.68,2025-07-17,学习,津贴
20250317DRP6BD,income,6425.09,2025-03-17,差旅,津贴
20250621FTHX8N,income,1334.48,2025-06-21,补贴,奖金
20250228ZFMM6E,income,8902.25,2025-02-28,生活费,奖金
20251201BVKJR9,income,2844.94,2025-12-01,生活费,奖金
20251120TNZQ3W,income,5746.20,2025-11-20,差旅,奖金
20251012FRRQ9H,income,1938.79,2025-10-12,娱乐,奖金
20251016KMDGWB,income,7001.58,2025-10-16,生活费,工资
20251110CTMVBH,income,6201.47,2025-11-10,加班,工资
20250127HZQ3E7,income,6534.94,2025-01-27,娱乐,奖金
20250507B878XO,income,183.07,2025-05-07,补贴,工资
202501237ADHN8,income,4600.01,2025-01-23,正常,津贴
202504108F1U68,income,5828.66,2025-04-10,学习,奖金
20250214RP366Q,income,4871.47,2025-02-14,加班,津贴
202503089ZK5LH,income,5638.60,2025-03-08,学习,工资
20250211R9GJK9,income,571.18,2025-02-11,购物,工资
20250610TOJJVC,income,310.52,2025-06-10,购物,工资
2025120233UQ0B,income,8178.60,2025-12-02,购物,工资
202503106E9PB4,income,4807.34,2025-03-10,差旅,工资
202511046KO7C6,income,1171.33,2025-11-04,补贴,工资
20250827TKX3YF,income,2935.53,2025-08-27,娱乐,津贴
202502109APKZ9,income,1932.21,2025-02-10,正常,奖金
20251016Q7EVCO,income,5325.40,2025-10-16,购物,津贴
202504088FQC46,income,8028.92,2025-04-08,生活费,津贴
20250604KOOXDF,income,5206.05,2025-06-04,生活费,工资
202512187NC24P,income,9974.00,2025-12-18,正常,津贴
20250824CZQQRH,income,389.71,2025-08-24,外卖,奖金
20251011ARELD0,income,5196.57,2025-10-11,娱乐,奖金
202510173OJ3YW,income,1389.20,2025-10-17,生活费,津贴
20250514P7WEX0,income,3916.04,2025-05-14,加班,工资
20251020AHO8OE,income,5477.06,2025-10-20,购物,工资
20250523V6D55U,income,2529.14,2025-05-23,生活费,工资
20251208VWXPHN,income,2913.43,2025-12-08,购物,津贴
20250114TDUWP3,income,1152.68,2025-01-14,学习,工资
20250319461TGD,income,4832.81,2025-03-19,正常,奖金
20250707M3Q3E5,income,1813.95,2025-07-07,娱乐,津贴
20251014217CED,income,7102.57,2025-10-14,生活费,津贴
20250414SXNA6Q,income,2594.05,2025-04-14,加班,工资
20250415LR2M8E,income,4575.40,2025-04-15,补贴,工资
20250222YJX9H6,income,4428.92,2025-02-22,生活费,奖金
20250913QPRH5M,income,1214.36,2025-09-13,补贴,奖金
20250206XYADQU,income,810.96,2025-02-06,外卖,工资
20250520FL5C27,income,2264.24,2025-05-20,加班,津贴
20250624LWPFQI,income,6579.89,2025-06-24,报销,奖金
20251106LL0BBX,income,8945.10,2025-11-06,购物,奖金
20250114EZ70D5,income,8443.95,2025-01-14,补贴,津贴
202506051V1GM1,income,7370.47,2025-06-05,生活费,工资
202506186ZF9Y8,income,1425.40,2025-06-18,差旅,津贴
20250723O8VDLG,income,5300.20,2025-07-23,购物,奖金
20250617Z5G772,income,4720.76,2025-06-17,报销,奖金
20250804R1UAK9,income,1918.01,2025-08-04,娱乐,工资
20251109S4XOMD,income,5320.63,2025-11-09,正常,奖金
20250608Y4W3R3,income,7758.43,2025-06-08,差旅,工资
2025092541WXEW,income,2273.21,2025-09-25,报销,工资
20251002WVET7C,income,4293.07,2025-10-02,学习,工资
202505029LYZ0B,income,7428.68,2025-05-02,加班,工资
20251228KGB0C9,income,3788.99,2025-12-28,学习,奖金
20250916UBHLQ9,income,4941.19,2025-09-16,购物,奖金
20250813N4KBF5,income,8879.12,2025-08-13,学习,津贴
20250617446FIX,income,937.24,2025-06-17,购物,工资
20250728BLNG53,income,1515.71,2025-07-28,差旅,津贴
20250214F4KPT3,income,3792.63,2025-02-14,差旅,工资
20250816PRXTS8,income,3408.92,2025-08-16,报销,工资
20250225BLZLVU,income,1512.98,2025-02-25,补贴,奖金
2025011840XEVU,income,2269.57,2025-01-18,加班,工资
20250316BS95X2,income,254.04,2025-03-16,学习,津贴
20250410O2KF0R,income,3179.28,2025-04-10,差旅,津贴
20250921G78K87,income,2281.85,2025-09-21,外卖,工资
202506020W8EDF,income,4401.55,2025-06-02,正常,工资
202509062E8LK8,income,3956.17,2025-09-06,学习,奖金
202506202FSEYD,income,9467.78,2025-06-20,购物,津贴
20250507DIAFWG,income,2480.14,2025-05-07,加班,奖金
202508146A6PN0,income,3886.47,2025-08-14,外卖,奖金
20250319VYF3MK,income,2620.97,2025-03-19,生活费,工资
20250521Q2Q24L,income,2579.23,2025-05-21,娱乐,津贴
20251008TDGW9O,income,3307.20,2025-10-08,生活费,工资
20250720EY5UPT,income,2903.89,2025-07-20,生活费,奖金
2025121126TSXS,income,4729.73,2025-12-11,娱乐,津贴
20250204K872AL,income,2020.11,2025-02-04,加班,奖金
20251228BZWU39,income,8576.26,2025-12-28,娱乐,奖金
20250618UOAH01,income,9350.48,2025-06-18,娱乐,津贴
202505103YHP6Z,income,7749.77,2025-05-10,购物,津贴
202504157RKVUD,income,1798.64,2025-04-15,加班,工资
20250925KV3OHD,income,1218.26,2025-09-25,报销,津贴
20250827QXAAVW,income,516.49,2025-08-27,购物,津贴
20251205C0R0PM,income,5880.80,2025-12-05,正常,工资
20250528TC69ME,income,3435.12,2025-05-28,差旅,津贴
20250511NSPFNA,income,3324.65,2025-05-11,报销,奖金
202512112G1PPF,income,1358.16,2025-12-11,生活费,工资
202510157Q7SFL,income,9363.80,2025-10-15,娱乐,津贴
20250315XFFTES,income,9282.75,2025-03-15,生活费,工资
20250527FK8TKA,income,8899.48,2025-05-27,生活费,奖金
20251014Y8YMA8,income,6816.42,2025-10-14,购物,奖金
20250320MRZ0VX,income,6975.16,2025-03-20,补贴,津贴
20251221IUMULD,income,5873.07,2025-12-21,报销,工资
20250911UTKLRR,income,8871.86,2025-09-11,加班,工资
20250826HCK4BO,income,1165.50,2025-08-26,购物,奖金
20250612RQE6MF,income,978.31,2025-06-12,购物,津贴
20250809V05ZSW,income,2312.40,2025-08-09,正常,工资
20250227XGSSMS,income,3249.20,2025-02-27,正常,工资
202507043DI4OF,income,4179.12,2025-07-04,加班,津贴
20250619ERQE4A,income,8697.79,2025-06-19,娱乐,工资
20250224H6YKZU,income,4740.61,2025-02-24,生活费,工资
20250516UCNOF7,income,452.32,2025-05-16,娱乐,工资
20250822DFC25D,income,1530.14,2025-08-22,生活费,工资
20251217G2GDZA,income,9885.03,2025-12-17,外卖,工资
20250311J82BT7,income,2280.34,2025-03-11,购物,津贴
20250327P74IHT,income,4783.28,2025-03-27,学习,奖金
20251201V8SACN,income,803.75,2025-12-01,外卖,奖金
20250314JE6DO2,income,6321.45,2025-03-14,补贴,工资
20250411IC1EX0,income,4787.80,2025-04-11,学习,奖金
20251218ZN7E5I,income,8008.81,2025-12-18,学习,奖金
202509194M3GYS,income,3596.91,2025-09-19,外卖,津贴
20250709T8TAVO,income,8401.81,2025-07-09,报销,奖金
20250706OD7GHP,income,9375.81,2025-07-06,学习,奖金
202509247GHI0K,income,865.60,2025-09-24,购物,奖金
20251101I0Q9X1,income,4202.14,2025-11-01,正常,工资
20250724F0TL24,income,9299.25,2025-07-24,正常,工资
202506247JU0MZ,income,4415.85,2025-06-24,补贴,津贴
20250628JSQ54E,income,5797.61,2025-06-28,购物,津贴
20250105NM820O,income,6572.45,2025-01-05,补贴,工资
202508285B7DQ6,income,9591.16,2025-08-28,娱乐,工资
20250126RUSN38,income,1167.75,2025-01-26,学习,奖金
20250925QHV809,income,5162.91,2025-09-25,报销,工资
20250206MPRPJF,income,6445.15,2025-02-06,加班,津贴
20250828DWL4QC,income,9001.43,2025-08-28,外卖,奖金
20251206SWWXA5,income,9255.30,2025-12-06,差旅,奖金
20250617R72R53,income,3279.98,2025-06-17,补贴,津贴
202512095VBVVK,income,7840.06,2025-12-09,娱乐,工资
20250418SO7IWF,income,8013.68,2025-04-18,外卖,津贴
20250616V7B4H5,income,5991.26,2025-06-16,差旅,津贴
20250912Z34TRF,income,6830.11,2025-09-12,加班,奖金
20250521O3QPI2,income,2692.45,2025-05-21,学习,津贴
20251118SQQGJX,income,9473.51,2025-11-18,补贴,津贴
20250202QSN5QX,income,8394.29,2025-02-02,加班,津贴
20250405ZVQH4D,income,8169.07,2025-04-05,学习,津贴
202510132SFQSR,income,6769.60,2025-10-13,正常,工资
20250917BEL4IH,income,973.71,2025-09-17,报销,津贴
20250506RQT2GH,income,6774.42,2025-05-06,购物,奖金
20250723A2AV10,income,2768.59,2025-07-23,正常,工资
20250325TIOT01,income,5176.52,2025-03-25,外卖,津贴
20251002KIFY30,income,4116.19,2025-10-02,外卖,奖金
20250518TXXE30,income,856.50,2025-05-18,学习,奖金
20250220Q1OJDP,income,6760.67,2025-02-20,购物,奖金
